Array brackets at illegal position,ArrayTypeStyle ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'*' is not followed by whitespace,WhitespaceAround ,,
'*' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
Line is longer than characters (found ),LineLength ,,
'if' construct must use '{}'s,NeedBraces ,,
'if' is not followed by whitespace,WhitespaceAfter ,,
'if' is not followed by whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'||' is not followed by whitespace,WhitespaceAround ,,
'||' is not preceded with whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
Line has trailing spaces,RegexpSingleline ,,
Line is longer than characters (found ),LineLength ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
File does not end with a newline,NewlineAtEndOfFile ,,
Missing package-info java file,JavadocPackage ,,
Javadoc comment is placed in the wrong location,InvalidJavadocPosition ,,
Utility classes should not have a public or default constructor,HideUtilityClassConstructor ,,
'{' at column should be on the previous line,LeftCurly ,,
File contains tab characters (this is the first instance),FileTabCharacter ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter args should be final,FinalParameters ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Line has trailing spaces,RegexpSingleline ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
'}' at column should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks if/else-if/else do/while or try/catch/finally),RightCurly ,,
'else' is not followed by whitespace,WhitespaceAfter ,,
'else' is not followed by whitespace,WhitespaceAround ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Line has trailing spaces,RegexpSingleline ,,
Missing package-info java file,JavadocPackage ,,
Javadoc comment is placed in the wrong location,InvalidJavadocPosition ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Unused import - java io.File,UnusedImports ,,
' ' is followed by whitespace,NoWhitespaceAfter ,,
Utility classes should not have a public or default constructor,HideUtilityClassConstructor ,,
Name 'readLines' must match pattern '^A-Za-zA-Z-*$',TypeName ,,
'{' at column should be on the previous line,LeftCurly ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter args should be final,FinalParameters ,,
'{' at column should be on the previous line,LeftCurly ,,
Line has trailing spaces,RegexpSingleline ,,
'<' is preceded with whitespace,GenericWhitespace ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
'{' at column should be on the previous line,LeftCurly ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Missing package-info java file,JavadocPackage ,,
Utility classes should not have a public or default constructor,HideUtilityClassConstructor ,,
Name 'elements' must match pattern '^A-Za-zA-Z-*$',TypeName ,,
Line is longer than characters (found ),LineLength ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
'int' is followed by whitespace,NoWhitespaceAfter ,,
Parameter values should be final,FinalParameters ,,
'{' at column should be on the previous line,LeftCurly ,,
Line has trailing spaces,RegexpSingleline ,,
'for' is not followed by whitespace,WhitespaceAfter ,,
'for' is not followed by whitespace,WhitespaceAround ,,
Name 'I' must match pattern '^a-za-zA-Z-*$',LocalVariableName ,,
'{' at column should be on the previous line,LeftCurly ,,
'' is a magic number,MagicNumber ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter list should be final,FinalParameters ,,
Array brackets at illegal position,ArrayTypeStyle ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
'for' is not followed by whitespace,WhitespaceAfter ,,
'for' is not followed by whitespace,WhitespaceAround ,,
';' is not followed by whitespace,WhitespaceAfter ,,
'{' at column should be on the previous line,LeftCurly ,,
Line has trailing spaces,RegexpSingleline ,,
'%' is not followed by whitespace,WhitespaceAround ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'{' at column should be on the previous line,LeftCurly ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
First sentence should end with a period,JavadocStyle ,,
Parameter list should be final,FinalParameters ,,
Expected @param tag for 'list',JavadocMethod ,,
Array brackets at illegal position,ArrayTypeStyle ,,
'list' is followed by whitespace,NoWhitespaceAfter ,,
'{' at column should be on the previous line,LeftCurly ,,
'for' construct must use '{}'s,NeedBraces ,,
'for' is not followed by whitespace,WhitespaceAfter ,,
'for' is not followed by whitespace,WhitespaceAround ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'=' is not preceded with whitespace,WhitespaceAround ,,
'-' is not followed by whitespace,WhitespaceAround ,,
'-' is not preceded with whitespace,WhitespaceAround ,,
';' is not followed by whitespace,WhitespaceAfter ,,
'>=' is not followed by whitespace,WhitespaceAround ,,
'>=' is not preceded with whitespace,WhitespaceAround ,,
';' is not followed by whitespace,WhitespaceAfter ,,
Line is longer than characters (found ),LineLength ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Name 'IndxNumEven' must match pattern '^a-za-zA-Z-*$',MethodName ,,
Parameter list should be final,FinalParameters ,,
Array brackets at illegal position,ArrayTypeStyle ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
'for' is not followed by whitespace,WhitespaceAfter ,,
'for' is not followed by whitespace,WhitespaceAround ,,
'=' is not followed by whitespace,WhitespaceAround ,,
'{' at column should be on the previous line,LeftCurly ,,
'+' is not followed by whitespace,WhitespaceAround ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
'int' is followed by whitespace,NoWhitespaceAfter ,,
Parameter list should be final,FinalParameters ,,
Array brackets at illegal position,ArrayTypeStyle ,,
'{' at column should be on the previous line,LeftCurly ,,
'if' is not followed by whitespace,WhitespaceAfter ,,
'if' is not followed by whitespace,WhitespaceAround ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter args should be final,FinalParameters ,,
'{' at column should be on the previous line,LeftCurly ,,
Line is longer than characters (found ),LineLength ,,
'int' is followed by whitespace,NoWhitespaceAfter ,,
'' is a magic number,MagicNumber ,,
Line has trailing spaces,RegexpSingleline ,,
'int' is followed by whitespace,NoWhitespaceAfter ,,
Line has trailing spaces,RegexpSingleline ,,
Line is longer than characters (found ),LineLength ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'+' is not followed by whitespace,WhitespaceAround ,,
'+' is not preceded with whitespace,WhitespaceAround ,,
'' is a magic number,MagicNumber ,,
'int' is followed by whitespace,NoWhitespaceAfter ,,
Line has trailing spaces,RegexpSingleline ,,
Line is longer than characters (found ),LineLength ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Missing package-info java file,JavadocPackage ,,
Utility classes should not have a public or default constructor,HideUtilityClassConstructor ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Line is longer than characters (found ),LineLength ,,
@return tag should be present and have description,JavadocMethod ,,
'(' is preceded with whitespace,MethodParamPad ,,
Parameter x should be final,FinalParameters ,,
Parameter y should be final,FinalParameters ,,
Parameter z should be final,FinalParameters ,,
Conditional logic can be removed,SimplifyBooleanReturn ,,
')' is preceded with whitespace,ParenPad ,,
'{' at column should be on the previous line,LeftCurly ,,
'}' at column should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks if/else-if/else do/while or try/catch/finally),RightCurly ,,
'{' at column should be on the previous line,LeftCurly ,,
Line has trailing spaces,RegexpSingleline ,,
Line is longer than characters (found ),LineLength ,,
@return tag should be present and have description,JavadocMethod ,,
Parameter x should be final,FinalParameters ,,
Parameter y should be final,FinalParameters ,,
Parameter z should be final,FinalParameters ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Conditional logic can be removed,SimplifyBooleanReturn ,,
')' is preceded with whitespace,ParenPad ,,
'{' at column should be on the previous line,LeftCurly ,,
'}' at column should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks if/else-if/else do/while or try/catch/finally),RightCurly ,,
'else' is not followed by whitespace,WhitespaceAfter ,,
'else' is not followed by whitespace,WhitespaceAround ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Line is longer than characters (found ),LineLength ,,
@return tag should be present and have description,JavadocMethod ,,
Parameter x should be final,FinalParameters ,,
Parameter y should be final,FinalParameters ,,
Parameter z should be final,FinalParameters ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Conditional logic can be removed,SimplifyBooleanReturn ,,
'==' is not followed by whitespace,WhitespaceAround ,,
'{' at column should be on the previous line,LeftCurly ,,
'}' at column should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks if/else-if/else do/while or try/catch/finally),RightCurly ,,
'else' is not followed by whitespace,WhitespaceAfter ,,
'else' is not followed by whitespace,WhitespaceAround ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter args should be final,FinalParameters ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Javadoc comment is placed in the wrong location,InvalidJavadocPosition ,,
Javadoc comment is placed in the wrong location,InvalidJavadocPosition ,,
Line has trailing spaces,RegexpSingleline ,,
'if' is not followed by whitespace,WhitespaceAfter ,,
'if' is not followed by whitespace,WhitespaceAround ,,
' ' is not followed by whitespace,WhitespaceAfter ,,
' ' is not followed by whitespace,WhitespaceAfter ,,
Expression can be simplified,SimplifyBooleanExpression ,,
'{' at column should be on the previous line,LeftCurly ,,
' ' is not followed by whitespace,WhitespaceAfter ,,
' ' is not followed by whitespace,WhitespaceAfter ,,
Expression can be simplified,SimplifyBooleanExpression ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'{' at column should be on the previous line,LeftCurly ,,
Line has trailing spaces,RegexpSingleline ,,
' ' is not followed by whitespace,WhitespaceAfter ,,
' ' is not followed by whitespace,WhitespaceAfter ,,
Expression can be simplified,SimplifyBooleanExpression ,,
'==' is not preceded with whitespace,WhitespaceAround ,,
'{' at column should be on the previous line,LeftCurly ,,
'}' at column should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks if/else-if/else do/while or try/catch/finally),RightCurly ,,
'else' is not followed by whitespace,WhitespaceAfter ,,
'else' is not followed by whitespace,WhitespaceAround ,,
'{' is not preceded with whitespace,WhitespaceAround ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Missing package-info java file,JavadocPackage ,,
Utility classes should not have a public or default constructor,HideUtilityClassConstructor ,,
'{' at column should be on the previous line,LeftCurly ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter args should be final,FinalParameters ,,
'{' at column should be on the previous line,LeftCurly ,,
Line is longer than characters (found ),LineLength ,,
Line has trailing spaces,RegexpSingleline ,,
'-' is not followed by whitespace,WhitespaceAround ,,
'-' is not preceded with whitespace,WhitespaceAround ,,
Line has trailing spaces,RegexpSingleline ,,
'<' is not followed by whitespace,WhitespaceAround ,,
Line has trailing spaces,RegexpSingleline ,,
Line is longer than characters (found ),LineLength ,,
'/' is not followed by whitespace,WhitespaceAround ,,
'/' is not preceded with whitespace,WhitespaceAround ,,
Missing package-info java file,JavadocPackage ,,
Utility classes should not have a public or default constructor,HideUtilityClassConstructor ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter x should be final,FinalParameters ,,
Parameter y should be final,FinalParameters ,,
Parameter z should be final,FinalParameters ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter x should be final,FinalParameters ,,
Parameter y should be final,FinalParameters ,,
Parameter z should be final,FinalParameters ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter x should be final,FinalParameters ,,
Parameter y should be final,FinalParameters ,,
Parameter z should be final,FinalParameters ,,
Conditional logic can be removed,SimplifyBooleanReturn ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter args should be final,FinalParameters ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
Line has trailing spaces,RegexpSingleline ,,
File does not end with a newline,NewlineAtEndOfFile ,,
Missing package-info java file,JavadocPackage ,,
Utility classes should not have a public or default constructor,HideUtilityClassConstructor ,,
Name 'readAwordnumber' must match pattern '^A-Za-zA-Z-*$',TypeName ,,
'{' at column should be on the previous line,LeftCurly ,,
Missing a Javadoc comment,MissingJavadocMethod ,,
Parameter args should be final,FinalParameters ,,
')' is preceded with whitespace,ParenPad ,,
